id,case_title,case_type,case_number,year,division,court_name,pdf_url,translation_url,filename,upload_date,scraped_at
SC_HCD_0140,Writ Petition (TN) 13546/2015,Writ Petition (TN),13546/2015,2015,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_W_P_No13546of2015.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_W_P_No13546of2015.pdf,1_W_P_No13546of2015.pdf,,2026-08-22T14:57:45.782969
SC_HCD_0141,Civil Revision 1880/2019,Civil Revision,1880/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1668730_cr_1880_2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=1668730_cr_1880_2019.pdf,1668730_cr_1880_2019.pdf,,2026-08-22T14:57:45.783013
SC_HCD_0142,Civil Revision 1739/2012,Civil Revision,1739/2012,2012,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/494731_C_R_No_1739_2012.pdf,https://supremecourt.gov.bd/translation/process.php?file=494731_C_R_No_1739_2012.pdf,494731_C_R_No_1739_2012.pdf,,2026-08-22T14:57:45.783056
SC_HCD_0143,Criminal Appeal(H) 6402/2019,Criminal Appeal(H),6402/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1546949_CrlAppealNo6402of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=1546949_CrlAppealNo6402of2019.pdf,1546949_CrlAppealNo6402of2019.pdf,,2026-08-22T14:57:45.783095
SC_HCD_0144,Criminal Appeal(H) 6401/2019,Criminal Appeal(H),6401/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1546952_CriminalAppealNo6401of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=1546952_CriminalAppealNo6401of2019.pdf,1546952_CriminalAppealNo6401of2019.pdf,,2026-08-22T14:57:45.783139
SC_HCD_0145,Writ Petition 10207/2023,Writ Petition,10207/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3009816_WRIT_PETITION_1NO.10207_OF_2023.pdf,https://supremecourt.gov.bd/translation/process.php?file=3009816_WRIT_PETITION_1NO.10207_OF_2023.pdf,3009816_WRIT_PETITION_1NO.10207_OF_2023.pdf,,2026-08-22T14:57:45.783184
SC_HCD_0146,Writ Petition 10557/2011,Writ Petition,10557/2011,2011,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/415111_WRIT_PETITION_NO1.10557_OF_2011.pdf,https://supremecourt.gov.bd/translation/process.php?file=415111_WRIT_PETITION_NO1.10557_OF_2011.pdf,415111_WRIT_PETITION_NO1.10557_OF_2011.pdf,,2026-08-22T14:57:47.085354
SC_HCD_0147,Civil Revision 4632/2024,Civil Revision,4632/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3096515_C.R._4632_of_2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=3096515_C.R._4632_of_2024.pdf,3096515_C.R._4632_of_2024.pdf,,2026-08-22T14:57:47.085431
SC_HCD_0148,First Appeal 295/2018,First Appeal,295/2018,2018,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1335502_FIRST_APPEAL_295_OF_2018_ALLOWED.pdf,https://supremecourt.gov.bd/translation/process.php?file=1335502_FIRST_APPEAL_295_OF_2018_ALLOWED.pdf,1335502_FIRST_APPEAL_295_OF_2018_ALLOWED.pdf,,2026-08-22T14:57:47.085485
SC_HCD_0149,First Appeal 209/2011,First Appeal,209/2011,2011,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/353093_FIRST_APPEAL_209_OF_2011_ALLOWED_.pdf,https://supremecourt.gov.bd/translation/process.php?file=353093_FIRST_APPEAL_209_OF_2011_ALLOWED_.pdf,353093_FIRST_APPEAL_209_OF_2011_ALLOWED_.pdf,,2026-08-22T14:57:47.085535
SC_HCD_0150,Company Matter 274/2021,Company Matter,274/2021,2021,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1942632_CompanyMatterNo.274of2021..pdf,https://supremecourt.gov.bd/translation/process.php?file=1942632_CompanyMatterNo.274of2021..pdf,1942632_CompanyMatterNo.274of2021..pdf,,2026-08-22T14:57:47.085586
SC_HCD_0151,Company Matter 475/2023,Company Matter,475/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2562421_CompanyMatterNo.475of2023.pdf,https://supremecourt.gov.bd/translation/process.php?file=2562421_CompanyMatterNo.475of2023.pdf,2562421_CompanyMatterNo.475of2023.pdf,,2026-08-22T14:57:47.085635
SC_HCD_0152,Company Matter 8/2021,Company Matter,8/2021,2021,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1800856_CompanyMatterNo.8of2021.pdf,https://supremecourt.gov.bd/translation/process.php?file=1800856_CompanyMatterNo.8of2021.pdf,1800856_CompanyMatterNo.8of2021.pdf,,2026-08-22T14:57:47.085683
SC_HCD_0153,First Appeal 276/2013,First Appeal,276/2013,2013,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/681260_F.A.No.276of2013-pdf.pdf,https://supremecourt.gov.bd/translation/process.php?file=681260_F.A.No.276of2013-pdf.pdf,681260_F.A.No.276of2013-pdf.pdf,,2026-08-22T14:57:47.085733
SC_HCD_0154,Writ Petition 16246/2018,Writ Petition,16246/2018,2018,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1452159_W_P_No_16246of2018.pdf,https://supremecourt.gov.bd/translation/process.php?file=1452159_W_P_No_16246of2018.pdf,1452159_W_P_No_16246of2018.pdf,,2026-08-22T14:57:47.085783
SC_HCD_0155,Civil Revision 208/2009,Civil Revision,208/2009,2009,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/138385_C_R_N_208_2009.pdf,https://supremecourt.gov.bd/translation/process.php?file=138385_C_R_N_208_2009.pdf,138385_C_R_N_208_2009.pdf,,2026-08-22T14:57:47.085831
SC_HCD_0156,Writ Petition (TN) 12675/2022,Writ Petition (TN),12675/2022,2022,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_WritPetitionNo.12675of2022DischargedC.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_WritPetitionNo.12675of2022DischargedC.pdf,1_WritPetitionNo.12675of2022DischargedC.pdf,,2026-08-22T14:57:47.085893
SC_HCD_0157,Criminal Appeal(H) (TN) 9047/2020,Criminal Appeal(H) (TN),9047/2020,2020,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_CriminalAppeal9047of2020.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_CriminalAppeal9047of2020.pdf,1_CriminalAppeal9047of2020.pdf,,2026-08-22T14:57:47.085942
SC_HCD_0158,Arbitration Application 30/2026,Arbitration Application,30/2026,2026,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3614861_ArbitrationApplicationNo30of2026.pdf,https://supremecourt.gov.bd/translation/process.php?file=3614861_ArbitrationApplicationNo30of2026.pdf,3614861_ArbitrationApplicationNo30of2026.pdf,,2026-08-22T14:57:47.085993
SC_HCD_0159,Death Reference 30/2019,Death Reference,30/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3618570_Death_Reference_1-No.30of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=3618570_Death_Reference_1-No.30of2019.pdf,3618570_Death_Reference_1-No.30of2019.pdf,,2026-08-22T14:57:47.086041
SC_HCD_0160,Death Reference 51/2019,Death Reference,51/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3618598_Death_Reference_1-No.51of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=3618598_Death_Reference_1-No.51of2019.pdf,3618598_Death_Reference_1-No.51of2019.pdf,,2026-08-22T14:57:47.086087
SC_HCD_0161,Writ Petition (TN) 1147/2024,Writ Petition (TN),1147/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_W_P_11472024-.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_W_P_11472024-.pdf,1_W_P_11472024-.pdf,,2026-08-22T14:57:47.086133
SC_HCD_0162,Criminal Appeal(H) 1153/2018(Criminal Appeal(H) 1153/2018),Criminal Appeal(H),1153/2018,2018,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1472225_CriminalAppealNo.1153of2018(dismissed).pdf,https://supremecourt.gov.bd/translation/process.php?file=1472225_CriminalAppealNo.1153of2018(dismissed).pdf,1472225_CriminalAppealNo.1153of2018(dismissed).pdf,,2026-08-22T14:57:47.086183
SC_HCD_0163,Civil Revision 376/2023,Civil Revision,376/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2493537_C_R_No_376_2023_withC_R_No_290_2023.pdf,https://supremecourt.gov.bd/translation/process.php?file=2493537_C_R_No_376_2023_withC_R_No_290_2023.pdf,2493537_C_R_No_376_2023_withC_R_No_290_2023.pdf,,2026-08-22T14:57:47.086232
SC_HCD_0164,Criminal Appeal(H) (TN) 5989/2023,Criminal Appeal(H) (TN),5989/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_CriminalAppealNo.5989of2023(Allowed).pdf,https://supremecourt.gov.bd/translation/process.php?file=1_CriminalAppealNo.5989of2023(Allowed).pdf,1_CriminalAppealNo.5989of2023(Allowed).pdf,,2026-08-22T14:57:47.086281
SC_HCD_0165,First Appeal (TN) 5570/2002(First Appeal (TN) 5570/2002),First Appeal (TN),5570/2002,2002,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_CIVIL_REVISION_5570_OF_2002_DISCHARGED.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_CIVIL_REVISION_5570_OF_2002_DISCHARGED.pdf,1_CIVIL_REVISION_5570_OF_2002_DISCHARGED.pdf,,2026-08-22T14:57:47.086328
SC_HCD_0166,Company Matter 440/2026,Company Matter,440/2026,2026,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3572541_CompanyMatter440of2026.pdf,https://supremecourt.gov.bd/translation/process.php?file=3572541_CompanyMatter440of2026.pdf,3572541_CompanyMatter440of2026.pdf,,2026-08-22T14:57:47.086378
SC_HCD_0167,Civil Revision 1022/2003,Civil Revision,1022/2003,2003,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/93526_CivilRevisionNo.1022of2003.pdf,https://supremecourt.gov.bd/translation/process.php?file=93526_CivilRevisionNo.1022of2003.pdf,93526_CivilRevisionNo.1022of2003.pdf,,2026-08-22T14:57:47.086423
SC_HCD_0168,Civil Revision 909/2019,Civil Revision,909/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1576407_CivilRevisionNo.909of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=1576407_CivilRevisionNo.909of2019.pdf,1576407_CivilRevisionNo.909of2019.pdf,,2026-08-22T14:57:47.086468
SC_HCD_0169,Civil Revision 2846/1994,Civil Revision,2846/1994,1994,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/84219_CivilRevisionNo.2846of1994.pdf,https://supremecourt.gov.bd/translation/process.php?file=84219_CivilRevisionNo.2846of1994.pdf,84219_CivilRevisionNo.2846of1994.pdf,,2026-08-22T14:57:47.086512
SC_HCD_0170,Civil Revision 3244/2014,Civil Revision,3244/2014,2014,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/809372_CivilRevisionNo.3244of2017.pdf,https://supremecourt.gov.bd/translation/process.php?file=809372_CivilRevisionNo.3244of2017.pdf,809372_CivilRevisionNo.3244of2017.pdf,,2026-08-22T14:57:47.086555
SC_HCD_0171,Writ Petition 14571/2025,Writ Petition,14571/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3565802_W_P_No_14571of2025.pdf,https://supremecourt.gov.bd/translation/process.php?file=3565802_W_P_No_14571of2025.pdf,3565802_W_P_No_14571of2025.pdf,,2026-08-22T14:57:47.086608
SC_HCD_0172,Civil Revision 3755/2011,Civil Revision,3755/2011,2011,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/383650_CivilRevisionNo.3755of2011.pdf,https://supremecourt.gov.bd/translation/process.php?file=383650_CivilRevisionNo.3755of2011.pdf,383650_CivilRevisionNo.3755of2011.pdf,,2026-08-22T14:57:47.086653
SC_HCD_0173,Criminal Revision 4210/2023,Criminal Revision,4210/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2910996_Crl.Rev.No.4210of2023(Discharged)(20.07.2026).pdf,https://supremecourt.gov.bd/translation/process.php?file=2910996_Crl.Rev.No.4210of2023(Discharged)(20.07.2026).pdf,2910996_Crl.Rev.No.4210of2023(Discharged)(20.07.2026).pdf,,2026-08-22T14:57:47.086701
SC_HCD_0174,Civil Revision 3218/2009,Civil Revision,3218/2009,2009,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/141878_Civil_Revision_No_3218_of_2009.pdf,https://supremecourt.gov.bd/translation/process.php?file=141878_Civil_Revision_No_3218_of_2009.pdf,141878_Civil_Revision_No_3218_of_2009.pdf,,2026-08-22T14:57:47.086746
SC_HCD_0175,Criminal Revision 3790/2023,Criminal Revision,3790/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2721724_Criminal_Revision_No_3790_of_2023.pdf,https://supremecourt.gov.bd/translation/process.php?file=2721724_Criminal_Revision_No_3790_of_2023.pdf,2721724_Criminal_Revision_No_3790_of_2023.pdf,,2026-08-22T14:57:47.086788
SC_HCD_0176,Criminal Appeal(H) 12132/2019(Criminal Appeal(H) 12132/2019),Criminal Appeal(H),12132/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1628654_Crl.Appeal12132of2019(allowed)(07.07.2026).pdf,https://supremecourt.gov.bd/translation/process.php?file=1628654_Crl.Appeal12132of2019(allowed)(07.07.2026).pdf,1628654_Crl.Appeal12132of2019(allowed)(07.07.2026).pdf,,2026-08-22T14:57:47.086841
SC_HCD_0177,Criminal Appeal(H) 7330/2020(Criminal Appeal(H) 7330/2020),Criminal Appeal(H),7330/2020,2020,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1775553_CriminalAppealNo.7330of2020(dismissed)(27.07.2026).pdf,https://supremecourt.gov.bd/translation/process.php?file=1775553_CriminalAppealNo.7330of2020(dismissed)(27.07.2026).pdf,1775553_CriminalAppealNo.7330of2020(dismissed)(27.07.2026).pdf,,2026-08-22T14:57:47.086889
SC_HCD_0178,Civil Revision 5272/2024,Civil Revision,5272/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3171715_C.R._No._5272_of_2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=3171715_C.R._No._5272_of_2024.pdf,3171715_C.R._No._5272_of_2024.pdf,,2026-08-22T14:57:47.086936
SC_HCD_0179,Civil Revision 2691/2024,Civil Revision,2691/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3114050_C.R._No._2691_of_2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=3114050_C.R._No._2691_of_2024.pdf,3114050_C.R._No._2691_of_2024.pdf,,2026-08-22T14:57:47.086982
SC_HCD_0180,Writ Petition 2823/2025,Writ Petition,2823/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3278162_Writ_Petition_2823_2025.pdf,https://supremecourt.gov.bd/translation/process.php?file=3278162_Writ_Petition_2823_2025.pdf,3278162_Writ_Petition_2823_2025.pdf,,2026-08-22T14:57:47.087027
SC_HCD_0181,Writ Petition 1053/2026,Writ Petition,1053/2026,2026,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3466277_Writ_Petition_1053_2026.pdf,https://supremecourt.gov.bd/translation/process.php?file=3466277_Writ_Petition_1053_2026.pdf,3466277_Writ_Petition_1053_2026.pdf,,2026-08-22T14:57:47.087072
SC_HCD_0182,Criminal Appeal(H) (TN) 2254/2020,Criminal Appeal(H) (TN),2254/2020,2020,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_CriminalAppealNo.2254of2020.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_CriminalAppealNo.2254of2020.pdf,1_CriminalAppealNo.2254of2020.pdf,,2026-08-22T14:57:47.087119
SC_HCD_0183,Civil Revision 2484/2024,Civil Revision,2484/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3475724_C.R._No._2484_of_2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=3475724_C.R._No._2484_of_2024.pdf,3475724_C.R._No._2484_of_2024.pdf,,2026-08-22T14:57:47.087164
SC_HCD_0184,Civil Revision 1104/2008,Civil Revision,1104/2008,2008,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/123993_cr_1104_2008.pdf,https://supremecourt.gov.bd/translation/process.php?file=123993_cr_1104_2008.pdf,123993_cr_1104_2008.pdf,,2026-08-22T14:57:47.087214
SC_HCD_0185,Writ Petition 10032/2023,Writ Petition,10032/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3061919_WP_No.10032-2023Discharged.pdf,https://supremecourt.gov.bd/translation/process.php?file=3061919_WP_No.10032-2023Discharged.pdf,3061919_WP_No.10032-2023Discharged.pdf,,2026-08-22T14:57:47.087261
SC_HCD_0186,First Appeal 620/2018,First Appeal,620/2018,2018,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1421259_FIRST_APPEAL_620_OF_2018_DISMISSED.pdf,https://supremecourt.gov.bd/translation/process.php?file=1421259_FIRST_APPEAL_620_OF_2018_DISMISSED.pdf,1421259_FIRST_APPEAL_620_OF_2018_DISMISSED.pdf,,2026-08-22T14:57:47.087315
SC_HCD_0187,First Appeal 308/2016,First Appeal,308/2016,2016,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1056443_FIRST_APPEAL_308_OF_2016_DISMISSED.pdf,https://supremecourt.gov.bd/translation/process.php?file=1056443_FIRST_APPEAL_308_OF_2016_DISMISSED.pdf,1056443_FIRST_APPEAL_308_OF_2016_DISMISSED.pdf,,2026-08-22T14:57:47.087364
SC_HCD_0188,First Misc Appeal 240/2001,First Misc Appeal,240/2001,2001,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/16539_First_Misc_appeal240of2001dismissed_dt02.07.2026.pdf,https://supremecourt.gov.bd/translation/process.php?file=16539_First_Misc_appeal240of2001dismissed_dt02.07.2026.pdf,16539_First_Misc_appeal240of2001dismissed_dt02.07.2026.pdf,,2026-08-22T14:57:47.087450
SC_HCD_0189,First Misc Appeal 169/2015,First Misc Appeal,169/2015,2015,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/841723_First_Misc.Appeal169of2015dismissed_dt16.07.2026.pdf,https://supremecourt.gov.bd/translation/process.php?file=841723_First_Misc.Appeal169of2015dismissed_dt16.07.2026.pdf,841723_First_Misc.Appeal169of2015dismissed_dt16.07.2026.pdf,,2026-08-22T14:57:47.087542
SC_HCD_0190,First Misc Appeal 193/2006,First Misc Appeal,193/2006,2006,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/17191_First_Misc.Appeal193of2006dismissed_dt08.07.2026.pdf,https://supremecourt.gov.bd/translation/process.php?file=17191_First_Misc.Appeal193of2006dismissed_dt08.07.2026.pdf,17191_First_Misc.Appeal193of2006dismissed_dt08.07.2026.pdf,,2026-08-22T14:57:47.087595
SC_HCD_0191,First Misc Appeal 280/2001,First Misc Appeal,280/2001,2001,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/21994_First_Misc_Appeal280of2001dismissed_dt12.07.2026.pdf,https://supremecourt.gov.bd/translation/process.php?file=21994_First_Misc_Appeal280of2001dismissed_dt12.07.2026.pdf,21994_First_Misc_Appeal280of2001dismissed_dt12.07.2026.pdf,,2026-08-22T14:57:47.087642
SC_HCD_0192,Civil Revision 3656/2025,Civil Revision,3656/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3492202_CivilRevision3656_2025.pdf,https://supremecourt.gov.bd/translation/process.php?file=3492202_CivilRevision3656_2025.pdf,3492202_CivilRevision3656_2025.pdf,,2026-08-22T14:57:47.087688
SC_HCD_0193,First Appeal 448/2018,First Appeal,448/2018,2018,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1363364_FIRST_APPEAL_448_OF_2018_ALLOWED.pdf,https://supremecourt.gov.bd/translation/process.php?file=1363364_FIRST_APPEAL_448_OF_2018_ALLOWED.pdf,1363364_FIRST_APPEAL_448_OF_2018_ALLOWED.pdf,,2026-08-22T14:57:47.087734
SC_HCD_0194,Writ Petition 582/2009,Writ Petition,582/2009,2009,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/178593_W.PNo.582of2009.pdf,https://supremecourt.gov.bd/translation/process.php?file=178593_W.PNo.582of2009.pdf,178593_W.PNo.582of2009.pdf,,2026-08-22T14:57:47.087779
SC_HCD_0195,Civil Revision 4401/2022,Civil Revision,4401/2022,2022,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2251317_C.R.No.4401of2022Absolute.pdf,https://supremecourt.gov.bd/translation/process.php?file=2251317_C.R.No.4401of2022Absolute.pdf,2251317_C.R.No.4401of2022Absolute.pdf,,2026-08-22T14:57:47.087824
SC_HCD_0196,Criminal Revision 2024/2023,Criminal Revision,2024/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2588156_CriminalRevisionNo.2024of2023(discharged)(22.07.2026).pdf,https://supremecourt.gov.bd/translation/process.php?file=2588156_CriminalRevisionNo.2024of2023(discharged)(22.07.2026).pdf,2588156_CriminalRevisionNo.2024of2023(discharged)(22.07.2026).pdf,,2026-08-22T14:57:48.203651
SC_HCD_0197,Civil Revision 5863/2022,Civil Revision,5863/2022,2022,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2808395_C.R._5863_of_2022_(2).pdf,https://supremecourt.gov.bd/translation/process.php?file=2808395_C.R._5863_of_2022_(2).pdf,2808395_C.R._5863_of_2022_(2).pdf,,2026-08-22T14:57:48.203783
SC_HCD_0198,Criminal Revision (TN) 1452/2021,Criminal Revision (TN),1452/2021,2021,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_CriminalRevisionNo.1452of2021.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_CriminalRevisionNo.1452of2021.pdf,1_CriminalRevisionNo.1452of2021.pdf,,2026-08-22T14:57:48.203846
SC_HCD_0199,Company Matter 465/2026,Company Matter,465/2026,2026,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3577245_CompanyMatterNo.465of2026.pdf,https://supremecourt.gov.bd/translation/process.php?file=3577245_CompanyMatterNo.465of2026.pdf,3577245_CompanyMatterNo.465of2026.pdf,,2026-08-22T14:57:48.203901
SC_HCD_0200,Company Matter 287/2024,Company Matter,287/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2753613_CompanyMatterNo.287of2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=2753613_CompanyMatterNo.287of2024.pdf,2753613_CompanyMatterNo.287of2024.pdf,,2026-08-22T14:57:48.203960
SC_HCD_0201,Arbitration Application 8/2025,Arbitration Application,8/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3183936_ArbitrationAppealNo.08of2025.pdf,https://supremecourt.gov.bd/translation/process.php?file=3183936_ArbitrationAppealNo.08of2025.pdf,3183936_ArbitrationAppealNo.08of2025.pdf,,2026-08-22T14:57:48.204018
SC_HCD_0202,First Appeal 272/2007,First Appeal,272/2007,2007,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/5832_F.A.No.2720f2007.pdf,https://supremecourt.gov.bd/translation/process.php?file=5832_F.A.No.2720f2007.pdf,5832_F.A.No.2720f2007.pdf,,2026-08-22T14:57:48.204101
SC_HCD_0203,Writ Petition 123/2005,Writ Petition,123/2005,2005,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/201455_WP_123_2005.pdf,https://supremecourt.gov.bd/translation/process.php?file=201455_WP_123_2005.pdf,201455_WP_123_2005.pdf,,2026-08-22T14:57:48.204237
SC_HCD_0204,Civil Revision (TN) 1405/2025,Civil Revision (TN),1405/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_CivilRevisionNo_1405_2025.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_CivilRevisionNo_1405_2025.pdf,1_CivilRevisionNo_1405_2025.pdf,,2026-08-22T14:57:48.204367
SC_HCD_0205,Writ Petition 2364/2026,Writ Petition,2364/2026,2026,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3552095_WP_No.2364of2026Absolute.pdf,https://supremecourt.gov.bd/translation/process.php?file=3552095_WP_No.2364of2026Absolute.pdf,3552095_WP_No.2364of2026Absolute.pdf,,2026-08-22T14:57:48.204462
SC_HCD_0206,Criminal Appeal(H) (TN) 2288/2025,Criminal Appeal(H) (TN),2288/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_CriminalAppealNo.2288of2025(Disposedof).pdf,https://supremecourt.gov.bd/translation/process.php?file=1_CriminalAppealNo.2288of2025(Disposedof).pdf,1_CriminalAppealNo.2288of2025(Disposedof).pdf,,2026-08-22T14:57:48.204549
SC_HCD_0207,Writ Petition 17664/2025,Writ Petition,17664/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3479927_WP_No.17664-2025Discharged.pdf,https://supremecourt.gov.bd/translation/process.php?file=3479927_WP_No.17664-2025Discharged.pdf,3479927_WP_No.17664-2025Discharged.pdf,,2026-08-22T14:57:48.204627
SC_HCD_0208,Civil Revision 5502/2007,Civil Revision,5502/2007,2007,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/109561_C.R.No.5502of2007Discharged.pdf,https://supremecourt.gov.bd/translation/process.php?file=109561_C.R.No.5502of2007Discharged.pdf,109561_C.R.No.5502of2007Discharged.pdf,,2026-08-22T14:57:48.204713
SC_HCD_0209,Civil Revision 5257/2007,Civil Revision,5257/2007,2007,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/107501_C.R.No.5257of2007Absolute.pdf,https://supremecourt.gov.bd/translation/process.php?file=107501_C.R.No.5257of2007Absolute.pdf,107501_C.R.No.5257of2007Absolute.pdf,,2026-08-22T14:57:48.204806
